id,nom,type_etablissement,telephone,adresse,ville,garde
6986,Pharmacie Tlat Oulad Azzouz,pharmacie,0668446669,Pharmacie Tlat Oulad Azzouz KHOURIBGA,Khouribga,
3344,Pharmacie de Marrakech,pharmacie,0523493730,46 Rue Marrakech Khouribga,Khouribga,
9180,Pharmacie du 2 Mars,pharmacie,0624492896,16 lotiss. Zaitoune 1° tranche Khouribga - Maroc,Khouribga,
3560,Pharmacie du Village,pharmacie,0523492667,bd Farid Bouji ang rue Med El Ayachi n° 1 bis Khouribga,Khouribga,
10213,Pharmacie Filatova,pharmacie,0537556085,"rue El Kayraouane , Izdihar Khémisset",Khémisset,
9109,Pharmacie Laboratoire Atlas,pharmacie,0537552670,142 Avenue Mohammed V Khémisset - Maroc,Khémisset,
9120,Pharmacie de Khémisset,pharmacie,0537552131,4 rue de la Gendarmerie Royale Khémisset - Maroc,Khémisset,
9092,Pharmacie du sahara,pharmacie,0537552164,128 Rue Zerktouni Khémisset - Maroc,Khémisset,
9127,Pharmacie populaire,pharmacie,0537552543,147 Rue Ibnou Sina Khémisset - Maroc,Khémisset,
2717,Pharmacie 8 Mars,pharmacie,0535586395,Cité Pam rue 1 n°20 Khénifra,Khénifra,
7050,Pharmacie Abouchane,pharmacie,0535586858,64 X Rue 20 Aôut KHENIFRA,Khénifra,
8315,Pharmacie Achbaro,pharmacie,0535588867,hay Ennassim bloc 1 n°13 KHENIFRA,Khénifra,
449,Pharmacie Afilal,pharmacie,0535384751,Centre Tighessaline Khénifra,Khénifra,
6745,Pharmacie Afilal,pharmacie,0535596969,Pharmacie Afilal KHENIFRA,Khénifra,
7233,Pharmacie Aguelman Azgza,pharmacie,0535385496,2 bd Zerktouni KHENIFRA,Khénifra,
10215,Pharmacie Al Course,pharmacie,0535588558,"hay Course , rue 2 n°23 Khénifra",Khénifra,
6278,Pharmacie Al Massira,pharmacie,0535385205,313 rue Massira Amalou Ighriben KHENIFRA,Khénifra,
6435,Pharmacie Alfath,pharmacie,0535382552,105 rue 1 Hay Alfath KHENIFRA,Khénifra,
6755,Pharmacie Atlas,pharmacie,0535586506,37 bd Mohammed V KHENIFRA,Khénifra,
7054,Pharmacie Azir,pharmacie,0535587757,11 rue Diour Chioukh ancienne Médina KHENIFRA,Khénifra,garde 24h/24
5974,Pharmacie Centre El Ksab,pharmacie,0535394150,155 bd Hassan II El kbab KHENIFRA,Khénifra,
6914,Pharmacie Centre de Santé,pharmacie,0535399315,Ait Ishak KHENIFRA,Khénifra,
10110,Pharmacie Chaab,pharmacie,0538695890,"quartier Champs de course , rue 2 Khénifra",Khénifra,
6395,Pharmacie Cèdre,pharmacie,0535586582,261 rue Massira Amalou Ighriben KHENIFRA,Khénifra,
5988,Pharmacie El Amal,pharmacie,0535384166,58 rue oued Sebou hay Hamria KHENIFRA,Khénifra,
166,Pharmacie El Habri,pharmacie,0535383003,185 bd El Massira Amalou Ighriben KHENIFRA,Khénifra,
7956,Pharmacie Ennajd,pharmacie,0624820550,Hay Ennajd n°179 KHENIFRA,Khénifra,
5844,Pharmacie Fleurs,pharmacie,0535382242,hay Essalam bloc H n°361 KHENIFRA,Khénifra,
251,Pharmacie Ghrissi,pharmacie,0535587857,66 bd Mohammed V cité Hassan II Khénifra,Khénifra,
10075,Pharmacie Hamria,pharmacie,0535586701,139 lot. Al Arz 2 Khénifra,Khénifra,
10117,Pharmacie Healing Atlas,pharmacie,0535381983,Khénifra,Khénifra,
8470,Pharmacie Ibn Rochd,pharmacie,0535588889,Cité Agricate rue 6 n°26 KHENIFRA,Khénifra,
6243,Pharmacie Ibn Sina,pharmacie,0535588808,34 rue Elmassira cité Oum Rabia KHENIFRA,Khénifra,
7026,Pharmacie Jabbour,pharmacie,0535588847,17 bd Massira Khadra KHENIFRA,Khénifra,
6521,Pharmacie Kaf Nsour,pharmacie,0535382941,Pharmacie Kaf Nsour KHENIFRA,Khénifra,
7151,Pharmacie Karaouia,pharmacie,0535384848,1 bd Abdellah Chefchaouni hay Ismailia KHENIFRA,Khénifra,
5895,Pharmacie Najah,pharmacie,0535384545,hay Najah rue 3 n°2 KHENIFRA,Khénifra,
6063,Pharmacie Nasr,pharmacie,0535383672,68 bd Massira Amalou KHENIFRA,Khénifra,
8447,Pharmacie Noor,pharmacie,0535586643,Pharmacie Noor KHENIFRA,Khénifra,
2771,Pharmacie Oum El Qora,pharmacie,0535384143,Lotissement El Abdellaoui rte. de Meknés n°31 bis KHENIFRA,Khénifra,
6183,Pharmacie Principale,pharmacie,0535384606,69 Casablanca KHENIFRA,Khénifra,
6951,Pharmacie Rahma,pharmacie,0535588468,Route de Béni Mellal KHENIFRA,Khénifra,
6373,Pharmacie Razi,pharmacie,0535587344,Pharmacie Razi KHENIFRA,Khénifra,
6840,Pharmacie Tighessaline,pharmacie,0535596006,bd Mohammed V Tighessaline KHENIFRA,Khénifra,
6062,Pharmacie Touhami,pharmacie,0535587800,33 quartier Ikhamen KHENIFRA,Khénifra,
6134,Pharmacie Tounifit,pharmacie,0535580622,7 place Marche Verte Tounifit KHENIFRA,Khénifra,
3165,Pharmacie Zayan,pharmacie,0535586041,3 bd. Mohamed V Khénifra,Khénifra,
711,Pharmacie des Cliniques,pharmacie,0661649124,54 lotiss. Oum Rabii - Autre ville Amalou Khénifra,Khénifra,
6932,Pharmacie la Gare,pharmacie,0535382038,200 bd Zerktouni cité Michlifen KHENIFRA,Khénifra,
1091,Pharmacie nouvelle,pharmacie,0535586521,237 bd. Mohamed V Khénifra,Khénifra,
5643,Pharmacie Abi AlMahassin,pharmacie,0539905555,hay ElMassira ElKhadra grp.D rue 10 n°65 Ksar el kebir,Ksar El Kebir,
816,Pharmacie Al Balsam,pharmacie,0539919894,260 rte de Larache Ksar el kebir,Ksar El Kebir,
3808,Pharmacie Al Fath,pharmacie,0539905582,Lotissement Hamza Dar Dokan Ksar el kebir,Ksar El Kebir,
4188,Pharmacie Al Madina,pharmacie,0539903744,"84 Bis, hay Lalla Fatima Andaloussia Ksar el kebir",Ksar El Kebir,
8566,Pharmacie Al Yaqtine,pharmacie,0658308651,Pharmacie Al Yaqtine KSAR EL KEBIR,Ksar El Kebir,
1408,Pharmacie Al Yaqtine,pharmacie,0539907734,hay Ouled Hmayde Ksar el kebir,Ksar El Kebir,
5585,Pharmacie AlAmal,pharmacie,0539906246,Hay Ouelad Hmayd Ksar el kebir,Ksar El Kebir,
5016,Pharmacie AlMassira,pharmacie,0539907658,"hay ElMassira , grp. A n°46 Ksar el kebir",Ksar El Kebir,
4107,Pharmacie AlQods,pharmacie,0539918763,42 X av. My Ali Boughaleb Ksar el kebir,Ksar El Kebir,
3020,Pharmacie Almahata,pharmacie,0539919005,77 bd. Med. Zerktouni Ksar el kebir,Ksar El Kebir,
3798,Pharmacie Aloroba,pharmacie,0539906737,"hay Aloroba , grp. B rue 8 n°11 Ksar el kebir",Ksar El Kebir,
857,Pharmacie Alwafae,pharmacie,0539918888,43 Avenue Bir Anzarane Ksar el kebir,Ksar El Kebir,
4865,Pharmacie Andalouss,pharmacie,0539906542,"hay Andalouss , grp. A rue 15 n°58 Ksar el kebir",Ksar El Kebir,
289,Pharmacie Annassime,pharmacie,0539908300,Hay Andalous rue 18 n°7 Ksar el kebir,Ksar El Kebir,
5798,Pharmacie Assalam,pharmacie,0539907022,"7, av Ennasr Jardin Assalam Ksar el kebir",Ksar El Kebir,
2502,Pharmacie Azzaitoun,pharmacie,0539903730,23 X lotiss. Al Fadl Bounouara Azzaitoun Ksar el kebir,Ksar El Kebir,
4557,Pharmacie Bab ElOued,pharmacie,0539904800,25 rte. de Rabat Ksar el kebir,Ksar El Kebir,
837,Pharmacie Badr,pharmacie,0539904804,"25, lotiss. Badr Ksar el kebir",Ksar El Kebir,
3652,Pharmacie Dar Doukhane,pharmacie,0539904264,4 rue Oued ElMakhazine Ksar el kebir,Ksar El Kebir,
4159,Pharmacie ElMoussalah,pharmacie,0539907190,"102, rte. de Larache Ksar el kebir",Ksar El Kebir,
4844,Pharmacie Ibn Khaldoun,pharmacie,0539904690,25 av. de Municipalité Ksar el kebir,Ksar El Kebir,
946,Pharmacie Ibn Rochd,pharmacie,0539918634,20 av. des Briques Ksar el kébir,Ksar El Kebir,
4513,Pharmacie Ibn Sina,pharmacie,0539902525,82 av. 20 Août Ksar el kebir,Ksar El Kebir,
2613,Pharmacie Imane,pharmacie,0539907176,bd Annakhil Chaabi Ksar el kebir,Ksar El Kebir,
9191,Pharmacie Ksar ElKebir,pharmacie,0539906462,7 av. de La Station Ksar El Kébir - Maroc,Ksar El Kebir,
3379,Pharmacie Laboratoire Essaada,pharmacie,0539918477,101 Av. 20 Aout Ksar el kebir,Ksar El Kebir,
1945,Pharmacie Loukkous,pharmacie,0539918679,9 rue Tlemcani Ksar el kebir,Ksar El Kebir,
4720,Pharmacie Mansour Eddahbi,pharmacie,0539906852,hay Sidi Redwan Derb 1 n°3 Ksar el kebir,Ksar El Kebir,
3308,Pharmacie Nouvelle,pharmacie,0539907229,"hay Ourouba , rue 16 n°8 Ksar el kebir",Ksar El Kebir,
2786,Pharmacie Oued Elmakhazine,pharmacie,0539918772,2 Place Chouhada Ksar el kebir,Ksar El Kebir,
3324,Pharmacie Ouelad Hmayd,pharmacie,0539918465,rue de Brique Oulad Hmayd Ksar el kebir,Ksar El Kebir,
4848,Pharmacie Populaire,pharmacie,0539902255,131 Route de Larache Ksar el kebir,Ksar El Kebir,
2728,Pharmacie Rouafa Oulia,pharmacie,0539902163,hay Essalam grp N rue 37 n°26 Ksar el kebir,Ksar El Kebir,
720,Pharmacie Samaa,pharmacie,0642646042,lotiss. Riad 1 El Menzeh Ksar el kebir,Ksar El Kebir,
3638,Pharmacie Sidi AlKamil,pharmacie,0539903850,135 rue de Rabat Sidi AlKamil Ksar el kebir,Ksar El Kebir,
5739,Pharmacie Sidi Biyati,pharmacie,0539905045,"route Sidi El Biyati , grp Z n°75 Ksar el kebir",Ksar El Kebir,
3670,Pharmacie Sidi Makhlouf,pharmacie,0539918412,hay Salam 1-3 Merina Ksar el kebir,Ksar El Kebir,
3846,Pharmacie Taoud,pharmacie,0539903520,303 route de Tatoft Ksar el kebir,Ksar El Kebir,
1963,Pharmacie Tatoft,pharmacie,0539918403,144 route de Tatoft Ksar el kebir,Ksar El Kebir,
4626,Pharmacie Wahrani,pharmacie,0534629568,"hay Assalam , grp. D rue 15 n°16 Ksar el kebir",Ksar El Kebir,
98,Pharmacie Abderrahmane Nacer,pharmacie,0537371712,5 rue Tanger Kenitra,Kénitra,
1095,Pharmacie Arizq,pharmacie,0537387698,Pharmacie Arizq KENITRA,Kénitra,
1214,Pharmacie Arsat Elcadi,pharmacie,0537382309,"bd mohammed v, lot n°4 Kenitra",Kénitra,
1244,Pharmacie Assafae,pharmacie,0537391044,878 lotiss. Assafa T.a. Saknia Kénitra,Kénitra,
1569,Pharmacie Azharoun,pharmacie,0537350020,"363, lotiss. Azharoune Kenitra",Kénitra,
1751,Pharmacie Benlahsen,pharmacie,0537370350,"12, rue Ibn Batouta, ville haute Kenitra",Kénitra,
1818,Pharmacie Centrale,pharmacie,0537378080,Pl. Chouhada rue 33 n°28 bis diour Saniak Kenitra,Kénitra,
1950,Pharmacie Dachra,pharmacie,0537440586,Pharmacie Dachra KENITRA,Kénitra,
2008,Pharmacie Dar Doua,pharmacie,0537360288,rue Idriss Al Akbar résid El Qods imm.G Kenitra,Kénitra,
2046,Pharmacie De La Renaissance (annahda),pharmacie,0537382069,"169, bd bacha abdelhamid el alaoui Kenitra",Kénitra,
2152,Pharmacie Des F.a.r,pharmacie,0537366748,bd des f.a.r. près de la grande gare Kenitra,Kénitra,
2276,Pharmacie Echam,pharmacie,0537351300,"hay sayad, coopératif el amal n°40 KENITRA",Kénitra,
2308,Pharmacie El Bahaa,pharmacie,0611759872,"Z.i Bir Rami, Ouled M'barek n°75 Kenitra",Kénitra,
2939,Pharmacie Firdaous,pharmacie,0537371679,322 bd Mohammed V Kenitra,Kénitra,
2981,Pharmacie Ghani,pharmacie,0537379806,Pharmacie Ghani KENITRA,Kénitra,
3101,Pharmacie Hind,pharmacie,0537361296,81 X rue Oued Sebou Kénitra,Kénitra,
3751,Pharmacie Jemaa,pharmacie,0537440975,Pharmacie Jemaa KENITRA,Kénitra,
3811,Pharmacie Karam,pharmacie,0661877817,lotiss. le Vallon Kenitra,Kénitra,
5065,Pharmacie L'Horizon,pharmacie,0537352569,Pharmacie L'Horizon KENITRA,Kénitra,
4400,Pharmacie La Cigogne,pharmacie,0808374750,quartier la Cigogne rue 330 n°14 Kenitra,Kénitra,
4418,Pharmacie La Cigogne,pharmacie,0537375896,Pharmacie La Cigogne KENITRA,Kénitra,
4546,Pharmacie La Grande Pharmacie,pharmacie,0537371046,62 bd Mohamed Diouri Kenitra,Kénitra,
5424,Pharmacie Masjid Palestine,pharmacie,0537364406,"1, lotiss. el menzeh, bir rami est KENITRA",Kénitra,
5270,Pharmacie Maâmora,pharmacie,0537376447,30 rue Hassan Bnou Tabit Kenitra,Kénitra,
5569,Pharmacie Mohamed,pharmacie,0661906890,Pharmacie Mohamed KENITRA,Kénitra,
5634,Pharmacie Mohammed,pharmacie,0537373573,"2, rue ibn benna, mosquée lalla khadija Kenitra",Kénitra,
5743,Pharmacie Moussa,pharmacie,0537380172,210 lotiss. Andalous lot O Arfa Kenitra,Kénitra,
7163,Pharmacie Rochdi,pharmacie,0537360404,Nouvelle Gare TGV mag. K1 Kenitra,Kénitra,
7255,Pharmacie Route Mehdia,pharmacie,0537355407,"134, lotiss. Azharoune, n°1 Kenitra",Kénitra,
7276,Pharmacie Saknia,pharmacie,0537380034,hay Saknia gpe Tadla n°1 Kenitra,Kénitra,
7512,Pharmacie Sidi Larbi Boujemaâ,pharmacie,0537364898,272 bd Mohammed V Kenitra,Kénitra,
7802,Pharmacie Takaddoum,pharmacie,0537379997,100 rue Sidi Mohammed Kenitra,Kénitra,
8211,Pharmacie Universelle,pharmacie,0537371888,"66 Bis, bd Youssef Ibn Tachfine Kenitra",Kénitra,
1819,Pharmacie centre ville,pharmacie,0537376729,bd Mohamed Diouri ang. rue Med. Amraoui Kenitra,Kénitra,
2012,Pharmacie de la Gare,pharmacie,0537376175,162 bd Mohamed Diouri Kenitra,Kénitra,
2039,Pharmacie de la province,pharmacie,0537375255,"27, bd hassan ii Kenitra",Kénitra,
2141,Pharmacie des F.A.R,pharmacie,0537374200,bd des F.a.r. Kenitra,Kénitra,
2228,Pharmacie du Marché,pharmacie,0537371054,1 bd Prince Moulay Abdallah Kenitra,Kénitra,
2245,Pharmacie du Port,pharmacie,0537370978,Pharmacie du Port KENITRA,Kénitra,
3112,Pharmacie hôtel de ville,pharmacie,0537371398,"412, bd mohammed v Kenitra",Kénitra,
4488,Pharmacie la Fontaine - Ennafoura,pharmacie,0537373281,401 bd Mohammed V Kenitra,Kénitra,
1256,Pharmacie Al Fath,pharmacie,0539522751,lotiss. Maghreb El Jadid Larache,Larache,
8034,Pharmacie Al Marssa,pharmacie,0539500080,"1, av Daraa Larache",Larache,
4047,Pharmacie Al Marssa,pharmacie,0539500039,"1, rue Dora Larache",Larache,
1211,Pharmacie Al Plazza,pharmacie,0539910675,10 bd Essaadiyine Larache,Larache,
7038,Pharmacie AlAndalous,pharmacie,0539911313,165 av. Moulay Ismail LARACHE,Larache,
7279,Pharmacie AlMaghreb ElJadid,pharmacie,0539523874,1871 lot Al Maghreb El Jadid LARACHE,Larache,
9491,Pharmacie AlMahkama,pharmacie,0539913193,20 bd. Ifriquia Larache - Maroc,Larache,
5090,Pharmacie AlMasjid,pharmacie,0539912212,64 bd Sor Ichara Larache,Larache,
5260,Pharmacie Alkawtar,pharmacie,0539916006,56 av. Abderrahman ElGhafiki Larache,Larache,
5426,Pharmacie Arrahma,pharmacie,0539521123,1 bd. Oqba Bnou Nafia loti. Arrahma Larache,Larache,
7027,Pharmacie Assalam,pharmacie,0539911579,54 lotiss. Assalam LARACHE,Larache,
4903,Pharmacie Azouagh,pharmacie,0539911888,30 bd Omar Ben Abdelaziz Larache,Larache,
6252,Pharmacie Boutaina,pharmacie,0539501540,Pharmacie Boutaina LARACHE,Larache,
5203,Pharmacie C.d.g.,pharmacie,0539521355,hay Alwahda Larache,Larache,
9459,Pharmacie Centrale de Larache,pharmacie,0539912346,1 Bis bd Mohamed Ben Abdellah Larache - Maroc,Larache,
5521,Pharmacie Chaabane,pharmacie,0539520331,327 lot Chaabane Larache,Larache,
825,Pharmacie Coliseo,pharmacie,0539913143,"11, rue caid ahmed riffi Larache",Larache,
22,Pharmacie Gharnata,pharmacie,0539912929,19 bd. Hassan II Larache,Larache,
1128,Pharmacie Hay ElJadid,pharmacie,0539916843,207 bd Mehdi Ben Toumert Larache,Larache,
5401,Pharmacie Ibn Khaldoun,pharmacie,0539914531,49 bd Mohamed Ben Abdellah Larache,Larache,
4670,Pharmacie Ibn Rochd,pharmacie,0539915607,"88, bd. Abdelmoumen Ben Ali Larache",Larache,
7582,Pharmacie Jaoui,pharmacie,0539910044,av Ali Abi Taleb résid. AlFath M4/A Larache,Larache,
4829,Pharmacie Jnane Bacha,pharmacie,0539914992,92 bd Oqba Ibn Nafie Larache,Larache,
4886,Pharmacie La farola,pharmacie,0539501017,93 bd. Abdelmoumen Ben Ali Larache,Larache,
636,Pharmacie Lalla Mennana,pharmacie,0539916544,52 bd mohammed v Larache,Larache,
8277,Pharmacie Larache,pharmacie,0539914543,5 bd Omar Ben Abdelaziz Larache,Larache,
3116,Pharmacie Libika Hay Nasr,pharmacie,0661715758,"avenue des far, près du café nasr Larache",Larache,
8418,Pharmacie Lixus,pharmacie,0539914020,112 bd. Hassan II Larache,Larache,
2491,Pharmacie Maghreb El Jadida,pharmacie,0680703131,lot Maghreb El Jadid Larache,Larache,
1361,Pharmacie Masjid AlForkan,pharmacie,0539521121,17 lotiss. des Fonctionnaires hay ElJadid Larache,Larache,
5766,Pharmacie Nahda,pharmacie,0539521020,av Mehdi Ben Toumert Larache,Larache,
8492,Pharmacie Populaire,pharmacie,0539911217,Pharmacie Populaire LARACHE,Larache,
4494,Pharmacie Populaire,pharmacie,0539501345,"27, av. Al Massira Al Khadra Larache",Larache,
3521,Pharmacie Principale,pharmacie,0539501111,3 place des Martyrs Larache,Larache,
7270,Pharmacie Riad,pharmacie,0539911327,124 bd Mly Med Ben Abdellah LARACHE,Larache,
5210,Pharmacie Rihab,pharmacie,0539913091,19 place de la Mecque Larache,Larache,
3154,Pharmacie Salama,pharmacie,0539915786,161 bd Oqba Ibn Nafie Larache,Larache,
9810,Pharmacie Sidi Larbi,pharmacie,0539524909,69 Lotiss. hay El Jadid 2 Larache - Maroc,Larache,
5690,Pharmacie des Far,pharmacie,0539501818,106 bd des Far Larache,Larache,
632,Pharmacie du Stade Municipal,pharmacie,0539501124,64 Lotissement Al Khadra rue des Orangers Larache,Larache,
4656,Pharmacie hay nador,pharmacie,0539916004,rue jakarta jnane bouhssina Larache,Larache,
9480,Pharmacie 25 Mars,pharmacie,0525136777,139 avenue 30 hay 25 Mars Laâyoune - Maroc,Laâyoune,
24,Pharmacie Abadila,pharmacie,0528990073,232 bd skkima LAAYOUNE,Laâyoune,
68,Pharmacie Achraf,pharmacie,0528893975,153 bd skikima chadma 1 LAAYOUNE,Laâyoune,
79,Pharmacie Aicha,pharmacie,0528894864,312 rue Zaouiat Cheikh Khatramla LAAYOUNE,Laâyoune,
316,Pharmacie Al Andalous,pharmacie,0699152704,bd qaid nnajem (près du mosquée lahouhom) Laayoune,Laâyoune,
519,Pharmacie Al Fadl,pharmacie,0528990454,"bd al qods, près du cabinet du dr al khattabi Laayoune",Laâyoune,
540,Pharmacie Al Haramain,pharmacie,0528997799,"boulevard zaid ibn tabit, lotissement al wahda Laayoune",Laâyoune,
10145,Pharmacie Al Qimma,pharmacie,0528984141,hay Moulay Rachid Laâyoune,Laâyoune,
1319,Pharmacie Al Yousr,pharmacie,0528996584,"rue smara, immeuble kharif Laayoune",Laâyoune,
1363,Pharmacie AlFath,pharmacie,0528991488,av alforsane lot n°707 hay qods LAAYOUNE,Laâyoune,
1617,Pharmacie AlQods,pharmacie,0528990010,bd AlQods hay mly Rachid LAAYOUNE,Laâyoune,
1988,Pharmacie Arrahma,pharmacie,0528893833,place jamaa derhem Laayoune,Laâyoune,
9323,Pharmacie Avenue Habouha,pharmacie,0663153319,rue Omar Ibn El Ass hay Al Moustakbal Laâyoune - Maroc,Laâyoune,
2213,Pharmacie Azzahra,pharmacie,0528997998,hay moulay rachid - boulevard maghreb arabe Laayoune,Laâyoune,
2497,Pharmacie Chaabia,pharmacie,0528890402,"bd boukraa, près du rond-point Laayoune",Laâyoune,
2934,Pharmacie ElAndalous,pharmacie,0528994123,av Kayd Najem LAAYOUNE,Laâyoune,
2980,Pharmacie Erraha,pharmacie,0528892126,707 av de la mécque rte de smara Laayoune,Laâyoune,
3007,Pharmacie Farhana,pharmacie,0527652211,354 av Mecque rte. Smara LAAYOUNE,Laâyoune,
3110,Pharmacie Granada,pharmacie,0528990766,170 av. mezouar LAAYOUNE,Laâyoune,
3121,Pharmacie Grande Pharmacie,pharmacie,0528980041,lot 204 bloc F cité Mly Rachid LAAYOUNE,Laâyoune,
3128,Pharmacie Grande Pharmacie Skikima,pharmacie,0528992371,424 av skikima hay wahda i LAAYOUNE,Laâyoune,
3175,Pharmacie Habiba,pharmacie,0528894649,"douirat, près de la mosquée douirat - mobile: 06 63 08 34 91 Laayoune",Laâyoune,
3215,Pharmacie Hagounia,pharmacie,0618688947,"bd boukraa, entre attijari wafa bank et le centre de santé Laayoune",Laâyoune,
5857,Pharmacie Hôpital Universitaire 25 Mars,pharmacie,0663686611,25 mars numéro 258 bloc w en face de dar al hayat Laayoune,Laâyoune,
6017,Pharmacie Ibn Sina,pharmacie,0528890361,252 bd mzouar LAAYOUNE,Laâyoune,
6196,Pharmacie Kalinoss,pharmacie,0528985462,"bd abd moumen mouahid, derrière hotel salwan, tél mobile: 06 23 69 25 55 Laayoune",Laâyoune,garde 24h/24
6398,Pharmacie Laâyoune,pharmacie,0528892357,153 av Jamal Eddine Afghani LAAYOUNE,Laâyoune,
6729,Pharmacie Mekka,pharmacie,0528892028,route ssmara (près du supermarché wenni) LAAYOUNE,Laâyoune,
6791,Pharmacie Meryem,pharmacie,0528984734,31 rue salmane el farissi - autre ville hay erraha Laayoune,Laâyoune,
10164,Pharmacie Mohamed,pharmacie,0528980103,hay Moulay Rachid hay Moulay Rachid Laâyoune,Laâyoune,
6853,Pharmacie Mokhayam,pharmacie,0623274404,"bd la poste mokhayam, hay moulay rachid, près de aswak marhaba Laayoune",Laâyoune,
6909,Pharmacie Moulay Rachid,pharmacie,0528890378,"hay moulay rchid (lirak), bd zerktouni, pres de l'ecole allal bn abdellah Laayoune",Laâyoune,
7134,Pharmacie Najib,pharmacie,0528992662,259 X av Bir Jdid LAAYOUNE,Laâyoune,
7567,Pharmacie Omm Saad,pharmacie,0528994574,"bd boukraa, numéro 140, près de rhiba Laayoune",Laâyoune,
7615,Pharmacie Oued Eddahab,pharmacie,0528891037,av Mekka route Smara LAAYOUNE,Laâyoune,
7846,Pharmacie Principale,pharmacie,0528892227,bd boukrâa LAAYOUNE,Laâyoune,
7889,Pharmacie Rabab,pharmacie,0528992424,av albaat hay elqods n°82 LAAYOUNE,Laâyoune,
7989,Pharmacie Ras AlKhaima,pharmacie,0528996332,boulevard ras alkhaima - 06 76 71 15 31 LAAYOUNE,Laâyoune,
8309,Pharmacie Route Smara,pharmacie,0528980512,bd ssmara (mahajj mohammed 6)-près du banque populaire al wahda et café sonbola LAAYOUNE,Laâyoune,
8409,Pharmacie Samid,pharmacie,0528892735,"hay nahda, en face du petit rond-point dans le bd entre station pitrom sahara et la nouvelle mosquée du quartier nahda bilal ibn rabah dans hay moulay rachid Laayoune",Laâyoune,
8194,Pharmacie M'diq,pharmacie,0539975038,"Avenue Lalla Nouzha, Route de Sebta, 3",M'Dieq,09H A 21H
8610,Pharmacie Al Marsa,pharmacie,0539663666,Pharmacie Al Marsa M'DIQ,M'Diq,
7550,Pharmacie Alami,pharmacie,0539663766,Pharmacie Alami M'DIQ,M'Diq,
8500,Pharmacie Badr,pharmacie,0539975708,Pharmacie Badr M'DIQ,M'Diq,
8216,Pharmacie Chifae,pharmacie,0539663771,Pharmacie Chifae M'DIQ,M'Diq,
7983,Pharmacie El Ouazzani Taibi,pharmacie,0539975706,Pharmacie El Ouazzani Taibi M'DIQ,M'Diq,
6037,Pharmacie Harras,pharmacie,0539975024,Pharmacie Harras M'DIQ,M'Diq,
8052,Pharmacie Hay AlKalaa,pharmacie,0539663017,Pharmacie Hay AlKalaa M'DIQ,M'Diq,
7844,Pharmacie Kharkhour,pharmacie,0539975150,Pharmacie Kharkhour M'DIQ,M'Diq,
8262,Pharmacie La Cassia,pharmacie,0539978978,Pharmacie La Cassia M'DIQ,M'Diq,
6259,Pharmacie Rincon,pharmacie,0539664017,Pharmacie Rincon M'DIQ,M'Diq,
6832,Pharmacie Tamouda Bay,pharmacie,0539663788,Pharmacie Tamouda Bay M'DIQ,M'Diq,
9912,Pharmacie 7ème Art,pharmacie,0524377885,"H2V6+V6V, Av. du 7ème Art, Marrakech",Marrakech,
38,Pharmacie Abihafs,pharmacie,0524017896,"Route d'Essaouira vers Marjane Massira, tournez à droite Addoha Douja 20 n°5 Les Portes de Marrakech",Marrakech,
151,Pharmacie Ain Itti,pharmacie,0524329798,"8, Qt. Ain Itti Jnanat V, prés de la poste et du Centre de Santé Ain Itti MARRAKECH",Marrakech,
216,Pharmacie Al Akhawayne,pharmacie,0524205244,"2531, Lot Azzouzia, à 100m du centre de santé urbaine Azzouzia Marrakech",Marrakech,
248,Pharmacie Al Akwas,pharmacie,0524361486,"372, M’hamid 4, entre Douar Chaouf et l’Ecole Ibn Zaïdoune Marrakech",Marrakech,
391,Pharmacie Al Hamd,pharmacie,0524361040,"251, Lot. Zerktouni Bouakkaz devant nouvelle entrée de l’Aéroport «Rond Point» à côté de Hamam Ali Ben Fellah Marrakech",Marrakech,
406,Pharmacie Al Ihssane,pharmacie,0524302410,"39, Dar Al Bir Wa Al Ihssane à côté de l'Hôpital CHU Mohamed 6 et Merchich Marrakech",Marrakech,
534,Pharmacie Al Kasbah,pharmacie,0524376778,"Ksibt Nhass, 33-34 Trik Sahrij Gnawa Kasbah Marrakech",Marrakech,
552,Pharmacie Al Khalil,pharmacie,0524383662,"251 Bis, Kasba prés de Sidi Mansour rue Mechouar Marrakech",Marrakech,
593,Pharmacie Al Manal,pharmacie,0524372708,"877, Bouakkaz derrière station Afriquia à côté de Boulangerie Ezzarktouni et près de l’Aéroport Marrakech",Marrakech,
662,Pharmacie Al Matar,pharmacie,0524360800,"64, Ighli I M'hamid Imm. ERAC Lakwass Marrakech",Marrakech,
665,Pharmacie Al Mounir,pharmacie,0524360636,"633 A, M'hamid I, en face Hammam douche Douar Chaouf, en face de l’école Al Adarissa Marrakech",Marrakech,
1024,Pharmacie Ariha,pharmacie,0524312173,Pharmacie Ariha MARRAKECH,Marrakech,
1047,Pharmacie Arrahma,pharmacie,0524383038,"8, Diour Saboun, à 300 m de Bab Taghzout vers Sakayat (Ch'reb ou Chouf) Marrakech",Marrakech,
1069,Pharmacie Arset Banni,pharmacie,0524387963,En face de Bab Aghmat à côté de Khiria Bd. Cadi Ayad Marrakech,Marrakech,
1097,Pharmacie Assafwa,pharmacie,0529177676,"Lot. Zerktouni n°139, Bouakkaz Extension Mhamid près de la Mosquée Al Amira (Al Houda) Marrakech",Marrakech,09H A 23H
